Participant_ID,Age,Gender,Brewing_Method,Time_of_Day,Sleep_Hours,Sleep_Quality_Score,Stress_Level,Physical_Activity_Level,Caffeine_mg,Stroop_Reaction_Time_ms,PVT_Reaction_Time_ms,N_Back_Accuracy,Focus_Level
P2149,19,Female,French Press,Evening,6.207477947429313,9.712106545788464,5.313022439509019,5.448288662224231,148.2533475865287,660.6663049902618,287.1863193408004,0.638311580496542,0.7082914849970591
P2150,48,Male,Espresso,Afternoon,5.974964814201965,6.707734661854727,1.5883200410630431,3.441034742517312,87.912327722784,612.1466705956054,258.47832073285247,0.6328523572349838,0.8056756239748396
P2151,24,Female,Espresso,Morning,7.591964773451173,7.506844319765474,8.731881561993092,7.255199150057201,95.81489338058532,732.227669261018,264.0623083127159,0.6501137477368655,0.641881352347346
P2152,58,Female,Drip,Morning,6.611098666414832,6.315810531934849,3.6505819602055025,5.706058342353337,159.54710683730258,589.4409719231398,267.47082557530314,0.8163058951759358,0.9312566856230219
P2153,28,Male,Cold Brew,Morning,7.433678246548912,5.095749918135997,4.9514262734646985,4.391273259583278,161.98367933801723,605.3212300757186,289.3720929006231,0.7846148514137256,0.6549243207953298
P2154,30,Male,Espresso,Afternoon,6.922794824065843,8.664763490422429,4.300626637241852,4.435762994747609,56.0468478974411,736.3816896699486,262.7101845323624,0.611812612075623,0.6428063203896731
P2155,30,Male,Espresso,Afternoon,8.119816216313213,7.658250276824251,9.763178231882407,7.3162934829813615,85.62547241402237,673.6865300058421,349.0558775410588,0.665770403576516,0.5915537171493327
P2156,43,Male,Pour Over,Morning,4.711310224563216,5.954497752569733,6.810873511897661,7.127397316827339,118.95896239444616,704.687098398927,287.38720890108846,0.671816528131197,0.8536544450807165
P2157,60,Male,Pour Over,Afternoon,7.19416741659289,7.240051002695398,5.353058999478648,7.666301015200416,127.43166127582762,632.0457483588804,275.09176184388116,0.7069376303482864,0.8220639992234549
P2158,25,Female,Drip,Morning,5.021756446633812,7.501064126032681,3.2767283931413385,8.512796752982663,196.76179805608567,605.3223703433938,256.83292796151284,0.7381965856624076,0.8576134746204918
P2159,31,Male,Pour Over,Morning,6.018476360979907,2.8212022068127682,4.8829075354875044,9.691973155919284,151.16383558835327,692.3564413683297,251.37099231777844,0.8066672149760254,0.4622691991883933
P2160,62,Female,Espresso,Evening,7.692326587121086,6.793123034600249,7.935550858359035,5.500861305611646,61.10461057343652,732.0528095687861,315.4270724706786,0.5857237025378919,0.6396609158254982
P2161,19,Male,Espresso,Morning,8.411274773349168,3.721841946842333,4.884254129251664,1.916504119011861,60.72268233420185,706.2378587493358,233.18254525431624,0.6600782841105657,0.5391260971555983
P2162,59,Female,Espresso,Morning,7.320198539283415,7.221721009030941,5.69194610009592,4.466396865317201,93.5239843504298,633.7095537322715,281.9972313678052,0.758037910706785,0.6337636035583175
P2163,32,Female,French Press,Evening,8.275223428613064,5.97355430559867,4.0051258087777395,4.852574841327353,188.35293427394595,710.7946159950667,199.57692073952143,0.7813732259879883,0.8830531879864761
P2164,41,Male,Pour Over,Afternoon,6.260617394907816,7.89502842218704,2.5353663575576957,8.958731400868746,71.23608272131878,566.8533204206326,238.36221390816507,0.6319652862816607,0.5991817355939256
P2165,51,Male,French Press,Morning,9.498486941375226,4.014231402421133,4.345177396633185,6.7822748872999705,142.34359064234755,651.7515354817625,215.40857729678564,0.7418879727439077,0.8699052828187073
P2166,21,Female,Espresso,Evening,5.757117110064071,6.424317731134998,7.344916014318181,9.410060797751573,73.95715222713312,638.2858047736593,305.95684491514396,0.6989785893721362,0.5220432025824451
P2167,35,Female,French Press,Morning,7.766619232657683,6.270706876999699,8.374928164859282,4.8854144534798705,80.8031212171359,712.2187130306321,277.30398512805425,0.5695805814020307,0.5644507762734621
P2168,42,Female,French Press,Morning,5.984452513061457,5.784470692250566,5.328923191079637,4.872214619202284,101.1400742454213,646.4673003365097,342.62647370721174,0.6823529109585974,0.6763967887335577
P2169,64,Male,Espresso,Afternoon,8.075427010787854,7.40983841241191,4.957369498798814,9.786845015275958,71.56945280348896,638.2958519038262,234.31012143039962,0.7106668762214647,0.7140519800328341
P2170,41,Male,Pour Over,Afternoon,7.380337488888543,2.9221675858609726,6.536179596019537,3.96650758034053,121.9998110493578,714.6911329405209,249.9203454221769,0.7125501077066678,0.7797114584397464
P2171,23,Female,Cold Brew,Morning,5.242960028129916,6.168802543931898,5.228223896895926,8.266391508637664,96.93532170440908,604.8360234934016,287.34751598750506,0.8296378088693153,0.9845322147376635
P2172,51,Female,Drip,Morning,7.88241834298139,4.254646993522279,5.856645489112398,4.528722212230115,176.7351397470842,630.9813381710121,266.13702394637403,0.8451961202539269,0.7367567785476115
P2173,55,Male,Drip,Morning,5.232159453940677,8.226618215104859,2.4235114895050187,8.142913771290335,118.61428300393908,606.3685132271545,241.50863280117144,0.7941097585901664,0.6408366097230134
P2174,20,Male,French Press,Morning,7.099436533067848,7.426349336035518,1.0,8.316299354296069,183.73606393133926,468.88967180583643,191.03210294399094,0.9557699730579954,0.7912583837876294
P2175,36,Male,Cold Brew,Evening,5.494671056535676,5.811354972728529,5.905199575104182,8.39686304689946,152.61407548190377,654.0745797675838,226.20698786135355,0.8161539995297175,0.8435782877066932
P2176,64,Male,French Press,Afternoon,6.719740094217898,7.441085952676584,2.602836713159168,9.430884495414297,127.86795232540362,590.6748471081609,199.16210028598653,0.7427628388730543,0.8072001644822705
P2177,63,Male,Pour Over,Evening,4.890332254940665,3.709386977181292,5.114407853795196,4.352413292536507,170.96384736506238,634.8990865733263,336.43369418159875,0.7300903995639539,0.6332590499130136
P2178,53,Female,Pour Over,Morning,6.607601566651551,3.583237634438014,4.921051825259408,4.322382419157731,137.1765709386666,774.347580890085,254.9778573424201,0.8039086962382433,0.7182611696139243
P2179,36,Female,Cold Brew,Morning,8.1011077645197,6.529897228661414,6.866422273068848,5.006290520107939,174.50796765861156,600.5991205517972,268.1407356257019,0.7663820223896124,0.7284602955768451
P2180,45,Male,Pour Over,Morning,6.00419142590344,5.653801655331216,3.2280623588644146,4.765597152975947,94.06605877836408,640.0848147962329,263.2732399161359,0.6303331727984368,0.6195848024963917
P2181,64,Male,Espresso,Afternoon,7.235441465756734,4.7471746929284615,3.4407699271500016,4.723582296140831,70.88370145946404,718.8641857836851,241.86053205054284,0.7087724977760406,0.6263196050569425
P2182,27,Female,Espresso,Morning,5.469714048178524,4.568819069643088,6.82636120863833,9.677718565517484,101.85956647730924,730.044142997361,305.3441158070106,0.5151461213398161,0.4796844989627664
P2183,35,Female,Espresso,Afternoon,7.255551631289161,4.066374643581403,6.450487657317269,9.387179408285474,87.98539436008289,673.894649121651,291.8837456481682,0.5967394306012315,0.6446916212411028
P2184,21,Female,Espresso,Afternoon,7.693177720031076,6.532564636271296,4.34689992796209,5.2572417154901085,109.3409871160395,690.0536017897826,240.48714466517325,0.6588936390974953,0.8423318125966884
P2185,29,Male,Espresso,Morning,7.946061214816558,8.465715146968083,4.7928436652222866,4.154332898329549,103.28738391411159,567.1237928153904,226.01104379109393,0.7513537360302833,0.6622914235643895
P2186,44,Female,Cold Brew,Afternoon,5.738243592981876,6.190032525426513,5.157166742100422,7.84428994966842,159.24936810309313,605.9037312763259,280.1247515479314,0.7120069721236878,0.8637211459174338
P2187,46,Male,Cold Brew,Morning,3.567094669769442,8.104176601024129,9.490249209995513,6.549774198725194,269.1641018136284,570.560155176445,295.53031956215176,0.98,0.7703438122632826
P2188,29,Female,Espresso,Morning,7.268043149258825,3.933221127590668,5.348081598155908,5.846686211746437,77.3355966689817,685.7371445444802,262.40154034901025,0.5652485007076132,0.6615421753285541
P2189,28,Female,Espresso,Morning,5.310141875699692,7.743056989297923,3.944975137499667,4.6450111151557385,71.55074193314265,649.0217245517775,264.4592521807382,0.7268136306310342,0.5659889622158962
P2190,21,Female,Pour Over,Evening,6.860395950871721,5.024937973031181,6.470040664486266,4.540447631199591,99.30056124834968,611.6464374515826,316.8676751673336,0.6497178558611393,0.6698417411802362
P2191,63,Female,French Press,Afternoon,7.795422630395635,6.796762369695552,4.030146227355823,6.1668132005942,144.65945305231784,691.9106262930318,193.78627698288565,0.7868984514380202,0.8852872709530852
P2192,41,Female,Espresso,Afternoon,5.622391303064235,4.495113591050663,5.402329139245565,7.824583821446828,73.33165220974686,754.8179978095555,332.37579518238636,0.6980248956631159,0.6649189907704341
P2193,43,Male,Drip,Morning,4.50032733133277,6.38936380707083,3.3214775762544724,5.662994083629741,93.7984459756234,693.412581490855,321.2161880881222,0.5636855150495822,0.6382555044376181
P2194,45,Female,Espresso,Morning,6.308660038641174,8.327373294808671,4.749807995352615,4.581962689526932,67.47918553631592,620.1288402274143,326.77179292724884,0.5793872109583398,0.6105887268835329
P2195,64,Male,Cold Brew,Afternoon,4.8069762149568405,7.6220312052421635,4.891294416451742,1.116649760724421,145.77671851566174,674.0865182712072,325.2020273827211,0.7938795073408147,0.8542375329041596
P2196,21,Male,Espresso,Morning,7.623145966148016,7.22877348690525,5.616056893415932,3.41979646636301,70.26653415804412,717.8597043057337,278.22795176995726,0.628515467941471,0.5425155525218306
P2197,53,Female,Pour Over,Afternoon,6.689796818535291,7.254320504303529,8.325305771690912,6.253528348372275,40.0,700.7719135613667,311.2144340145704,0.5949489330750473,0.49413825274522816
P2198,32,Male,Cold Brew,Morning,8.107167193977098,5.343128264445505,2.8662611765143566,10.0,174.2722900614133,670.4097684415337,208.49914969712032,0.7089531991052469,0.7980138012833127
P2199,39,Male,French Press,Afternoon,6.427714545676714,7.4845603768353826,6.899107078841443,1.0,181.97930973119355,620.0380331026726,270.13162870578145,0.8333054405004922,0.8671900329117738
P2200,41,Male,Espresso,Morning,6.920043920465859,6.235152237459445,5.996172422501444,6.826434702387983,104.9960643933212,616.9974802780583,291.21196644382496,0.7756072979071333,0.6789500997308991
P2201,41,Female,French Press,Evening,5.076976857990048,8.008629462222611,7.38753141395042,4.402998146293044,147.48546633306867,650.4050968559884,248.612612001044,0.7364684745635581,0.7576684972266476
P2202,54,Male,Espresso,Afternoon,8.864593093786937,6.734288054558704,4.0769561603878195,5.092903469747239,75.47603370928735,683.8525613710502,288.6466156899958,0.7110045952214121,0.6970416540018292
P2203,22,Female,Pour Over,Evening,8.79666607256598,5.788376632709051,10.0,4.775344088540821,82.04379492912574,694.9711658614721,306.69115101024926,0.6777924932058839,0.5650146629189441
P2204,23,Male,French Press,Morning,8.758332030863395,5.8787254118871095,8.10809369774767,2.838631335210379,190.94188179944666,704.4366224479953,275.27165206108384,0.7346147388107425,0.9606177249421702
P2205,27,Female,Cold Brew,Morning,6.716576047453783,8.422082520895325,8.54626632029844,7.84152124991175,145.66755849683364,690.4531171591444,331.02050012361224,0.7402247513294901,0.8593831293236334
P2206,20,Male,Espresso,Morning,6.956583336745675,5.354500294195066,5.853864287048292,5.711469194655571,89.97987134108936,732.7041079427744,264.98491737279153,0.7078497938715825,0.5513443376567748
P2207,55,Male,Drip,Morning,5.250215021131194,6.8150371555585805,6.431464596975797,3.7928444776137633,114.15703722846891,651.5296300218646,285.1122553878863,0.6678765180259535,0.8640265234290475
P2208,51,Male,Drip,Evening,7.789522984399654,5.889958300791676,6.791842256291164,4.156074082901169,182.41673306581217,636.1650634398559,235.67579196255264,0.7423832157847676,0.9317208375115591
P2209,23,Male,Espresso,Afternoon,5.5568516503685785,4.774119290581249,4.015464363896671,1.4114519230431917,90.53898894387781,653.6431444775765,246.28297821594361,0.6758102833750799,0.6723585884203417
P2210,27,Female,French Press,Afternoon,6.317490751583355,7.140818256418039,3.614976028116143,4.840812444005457,123.97875280301525,582.0882700109905,262.8726457826723,0.551607095492472,0.847259904693967
P2211,33,Female,French Press,Morning,7.888347009016562,5.693713309025686,4.160240794539348,4.142057838039754,210.02844517953554,753.2000145986585,211.65508278392173,0.8307057797992361,0.8512821524408063
P2212,46,Male,Drip,Morning,6.164493811524519,5.515198968144457,10.0,7.6875919736226095,178.00764833796723,660.7246442582142,283.96821051543986,0.866283901842914,0.8346747591462826
P2213,20,Male,Drip,Morning,6.092474781924269,3.298982228033503,1.3223171137050214,5.776700401863098,174.53516697421443,652.4759195162115,244.4604365340009,0.5691065849610831,0.9705561836992442
P2214,28,Male,Pour Over,Morning,9.46470626880514,10.0,5.896981630268755,6.277638033083516,85.71035762492336,630.5351068887289,223.6425849206056,0.5902778347326808,0.701738674604664
P2215,54,Male,Drip,Evening,6.7217980793220455,5.394040453256261,4.6454174595032445,4.131951932548528,96.53904359829359,726.8073216304941,321.2088951489092,0.6837981421734826,0.5731529169859801
P2216,21,Male,Cold Brew,Evening,5.496839993051499,5.827051932924929,7.025601141380259,6.820886833389023,215.97546852650652,516.8623396351736,267.1831994839277,0.9105585130005299,0.9136989018408272
P2217,21,Male,Cold Brew,Morning,6.9094997846903725,5.84782798692893,6.260326953050122,3.5554033220640116,86.9475174803105,720.9835859749622,273.42694387800145,0.6960631527838784,0.5794140222102493
P2218,41,Female,Espresso,Morning,7.833381926854337,7.111179545835178,3.75127490513802,8.711589861359847,89.16802589872981,618.5941594840921,300.9798449190794,0.5626502698996353,0.6375337792109667
P2219,45,Male,Pour Over,Morning,7.591194166504214,6.688724978730375,5.911097958835977,6.472773521843464,206.06295545337662,691.9218264861245,233.55041614801414,0.9167665013791819,1.0
P2220,52,Female,French Press,Afternoon,6.645946507311917,8.226585482312327,7.981724794284866,3.673757866354885,171.4850168451193,722.0760547252487,243.24558606311868,0.7482071975251305,0.8121781814920331
P2221,55,Female,Espresso,Evening,6.081269323189276,5.2080980385943105,6.190666604364096,7.335307298837659,77.2405147929365,624.3290440459886,323.80858310148386,0.7679121836763608,0.7055483473907193
P2222,41,Male,Cold Brew,Morning,5.757392629982126,2.6766235729406143,7.601346352881649,2.9569184318073956,228.38482179441007,702.5682919623506,297.4332462604385,0.7759984731130602,0.917890615100869
P2223,39,Female,Pour Over,Afternoon,6.564509185871366,6.920434959691062,6.644890280804961,3.4759978224884627,126.55023715750997,633.337160719915,253.81486340631807,0.7176740210528145,0.8226974391658161
P2224,43,Female,Pour Over,Evening,7.28070470788246,8.790224130564887,5.729919811746166,3.7837767929243955,99.64240837792164,615.5743870973888,312.52712171505317,0.6422878636815008,0.6631082147593588
P2225,35,Female,Cold Brew,Afternoon,6.104104736331322,4.775814130078126,3.339098048645957,10.0,152.31341020246606,612.0020774417983,223.65138185976218,0.717273552973831,0.7669043550568724
P2226,20,Male,Cold Brew,Morning,4.883255775540057,6.561283507313271,8.275622482093132,6.255525122374572,176.67488293384426,651.7800257056336,360.7152972518015,0.76907140881655,0.6732097470589187
P2227,63,Female,Espresso,Afternoon,7.247041847259412,6.624660666014371,6.062756067888016,4.330243305149551,86.27617123444519,654.5954543435745,251.32694219846752,0.5946542934675496,0.6043388377443977
P2228,28,Male,Cold Brew,Morning,8.198470686796787,8.236439301123962,8.201287653900605,4.0823256367850975,158.56808455430522,567.7997146618343,222.94011631893113,0.7558785712763786,0.734765759906653
P2229,26,Female,Espresso,Afternoon,6.5242282709690445,5.153342217396654,3.6938228073186545,5.405796009927006,83.83770048946079,826.8748792460842,273.610567746642,0.6807588271277515,0.8308540363263053
P2230,50,Male,Pour Over,Morning,6.134914629572664,5.4246781137941245,2.2320740694175245,5.502530940963908,115.20387347893084,585.421484131872,243.27815848853234,0.6644582274112831,0.6735888424050716
P2231,43,Female,Drip,Morning,5.73168964956811,6.698143079859198,7.419942802499905,2.915013568352585,169.79585964776174,625.7613787677909,311.8564594792024,0.8444919279279719,0.8507060038429172
P2232,53,Female,Pour Over,Morning,6.534724648543887,8.2518821435733,8.227042480477344,8.150620783532272,122.50808313750366,714.3684333154706,279.6885654661358,0.7711783504437028,0.8123732811857752
P2233,21,Male,Espresso,Morning,4.970774897255871,5.710823734368236,6.344929999271786,8.672071797689878,84.87592247353801,731.6766745464522,295.6893273292718,0.6677318126480158,0.5475654570230872
P2234,19,Male,Pour Over,Morning,4.4745094540110895,5.427222213082161,5.0132569112004,6.23745868214497,153.16211528579598,720.5522297472094,273.6270980580842,0.6748197722322424,0.7450581412782302
P2235,25,Female,Pour Over,Morning,8.0173472319739,6.074770971497972,5.678049300783788,9.001672964090277,71.23551608890332,606.4880757175032,228.5864742290019,0.7319863974910477,0.876815524149573
P2236,24,Female,Espresso,Afternoon,3.7394740323387534,7.11425538474085,4.7492444360176185,4.768757340551283,92.81222108861573,614.5236667451164,348.9149617530066,0.6026318882910523,0.7155391705269779
P2237,53,Female,Cold Brew,Evening,4.94904592200647,7.989379432126514,2.742940823323944,7.024931460960313,168.3584568509829,496.7113268229205,254.1107444941851,0.7444786405822186,0.8605486576656934
P2238,51,Male,Pour Over,Morning,7.015619976922459,5.0030847759160215,6.824033776114348,4.15430109686247,163.05742619938488,633.653192149833,295.42442989557867,0.7692344904750629,0.7247164617339819
P2239,57,Female,French Press,Morning,5.823832517936231,6.089534319347075,6.185669005418334,4.986459905646599,160.36587801445933,673.3473028696122,273.89281504013036,0.7115943669166491,0.8344605736543353
P2240,36,Female,French Press,Afternoon,6.836521861967585,7.588103014912217,2.962672083323673,9.554451582144827,146.18318971358664,628.082502272659,223.9246073284858,0.8535334946452432,0.7416087466366906
P2241,46,Male,Drip,Afternoon,8.33865535062855,8.000195853110492,4.185070691509301,1.6015834766107355,131.85110030561637,679.8616252531111,248.691515327511,0.7981685888977036,0.772727394527743
P2242,56,Female,Drip,Morning,6.6174425241006425,5.252021663200919,6.291188037216926,1.4633786270155449,101.69617496470025,662.6110480834905,375.5453903757443,0.6966580239644404,0.5514655999099374
P2243,23,Male,Espresso,Afternoon,5.155121960492179,4.582146367369566,4.691047788265582,4.8227874812095095,89.57230399155418,751.0755145728356,276.35444068352615,0.646483950773802,0.5870424178872392
P2244,27,Male,Drip,Evening,7.155588064116208,7.1238010420762015,7.606331232172726,6.9218074979103195,168.8094100287707,749.1835679952403,317.2755013470402,0.7294195849385392,0.9341398061078671
P2245,58,Female,Pour Over,Morning,6.406278349985284,8.025832876342278,8.623948964140538,4.084591168865733,213.82568628197467,523.2135571413935,276.26216470766167,0.8677448267506221,0.9369910481609627
P2246,59,Female,French Press,Morning,7.052953881382757,6.8866933648533495,5.2261357187138415,9.464822105612006,135.37185238988496,667.9911238102754,275.27982377529594,0.7209333735050729,0.8293360072609183
P2247,22,Female,Espresso,Afternoon,6.761418595733441,3.9667387606520754,8.525008906633282,6.035063360752268,86.08437578856083,836.3417846604784,297.478760098273,0.46606344788866927,0.6052092574739851
P2248,41,Male,Pour Over,Morning,8.823214037854337,5.380029028545069,4.98167521874715,8.744966373480809,94.9845024569469,729.9774034932083,280.96522870509347,0.7570511851486401,0.6558369313227363
P2249,58,Female,Pour Over,Morning,6.83964400370247,6.453890506615976,4.070775923401635,9.627076428692643,124.85163310232845,784.659652602655,238.8974677420919,0.8634469752168392,0.797766608468399
P2250,39,Female,Espresso,Morning,4.836302160434769,5.821488851639411,6.224189921726316,1.907939313587966,71.62623195152393,674.5371651251776,357.16295582992603,0.637617785935848,0.5641968213246024
P2251,43,Male,Pour Over,Evening,7.324380847797513,6.500952031364666,7.361326463115967,6.884569115916699,95.64983255851229,671.3020072356738,291.5670013109985,0.6773886958837582,0.6394795450097368
P2252,54,Female,Pour Over,Morning,7.44178011895675,5.388123166124303,5.139322262717832,6.7946789349598165,87.28499087070914,735.8598907772953,264.6323387378104,0.5637135684727032,0.5904949871451035
P2253,62,Male,Drip,Morning,8.077261028630208,6.422250644933199,6.829720829967309,4.088331229784842,86.80057604987493,652.356521160269,282.4719717022698,0.7058535370113728,0.7236793111963804
P2254,46,Male,Drip,Morning,6.320236228378602,5.60879427976261,5.738287740074782,3.2717552781024435,193.35234710104632,653.7532176434352,249.00069949736945,0.8102773209687529,0.8337117217370771
P2255,53,Male,Espresso,Morning,6.844261468702745,8.497100825875275,4.652552817032335,9.720978882227667,83.92286962901036,586.1735265960523,322.11396434950535,0.5874795346638195,0.7012315610696309
P2256,37,Female,Pour Over,Evening,6.627005287337208,7.164896355173093,4.684916306593474,7.2027272506301685,134.0258674077032,790.4581334740125,228.7722238661156,0.7504958239345695,0.7981741379265374
P2257,35,Male,Espresso,Morning,4.785097326222598,5.131417277030464,10.0,4.682733649773307,74.17018290295236,761.4290825207997,329.6442498256597,0.6978370042110976,0.555392019819876
P2258,57,Male,Drip,Afternoon,6.140775292065082,7.66599531651272,8.641581521334249,7.311785414393187,160.19567017234036,612.6315971933426,291.17079313628415,0.6828406238208881,0.8681442762536422
P2259,62,Female,Drip,Afternoon,6.631581142358158,8.260165886874084,6.663484538113629,8.36557018668639,107.35832117179348,590.7595005464703,315.07828181787124,0.7195885400355019,0.7978183284079567
P2260,58,Female,Cold Brew,Morning,6.934487748127331,5.565047869913264,7.965786269653819,8.189710013636658,149.93618772393418,695.3763575092415,283.3019503902541,0.7841755572277417,0.7637278900025467
P2261,32,Female,Drip,Afternoon,6.617649761465653,3.269352561474199,5.887331409782388,6.7548212174525055,202.584063375082,742.8140356549843,222.93624467054244,0.98,0.9321799368655665
P2262,32,Male,Pour Over,Morning,7.979917191817866,3.5825410208765214,3.693204818467201,8.87060299639067,132.0913420596202,669.2215129845468,183.4431694967649,0.7061547809561574,0.6340073097593018
P2263,41,Male,Espresso,Morning,4.835447756124999,6.159843244046017,5.5280720184719545,4.244387731350707,74.82840458492358,713.8535788044934,367.01536864624836,0.7847711957165702,0.692042916581607
P2264,46,Male,Pour Over,Evening,8.026310858281905,3.6612404080729153,5.190920373683011,6.575753416390341,131.3770452785427,632.0653016987663,248.0537309754095,0.6901834474790286,0.8525137745651405
P2265,34,Female,French Press,Afternoon,8.648684017718733,7.020511913308075,2.8080958673333383,5.449692919235942,130.26314658353476,584.6215892076078,219.34712868377534,0.6856422953012046,0.6650001322729231
P2266,64,Female,Drip,Morning,7.455514587092884,7.878174651533598,7.3038407318433105,8.300953874120449,112.51019561413906,609.2273629916356,252.5355912874299,0.750183455606516,0.6598607436265628
P2267,42,Male,Drip,Morning,4.483657075937262,9.245853571642295,5.475615961374298,4.155737898254409,85.66134943072143,723.9704632181406,292.728230843815,0.6355237030351091,0.7734086373266392
P2268,33,Female,Drip,Evening,5.57902986233099,5.836557650945053,4.009233947396169,7.57682021715808,174.78097374986302,566.4206116709395,270.12211027697003,0.7608730019357848,0.786340143230032
P2269,34,Female,Espresso,Afternoon,8.660797036392536,6.851889341053878,5.422268903114857,7.146178093100545,73.648878436441,584.0851171590177,305.1704897537554,0.6929242214420024,0.54468300146185
P2270,64,Male,Drip,Evening,5.433212299556106,7.105832975604765,9.552238009813296,6.505467576050138,130.57007253997259,700.3541148254981,344.6972049614061,0.7374724738311169,0.7423881982982709
P2271,64,Female,Pour Over,Morning,5.463098529163034,6.85863939154424,5.316258428420543,8.104808441342898,102.67448066843309,678.178487376797,286.67557436606285,0.7723784076383555,0.6577874626761279
P2272,38,Female,French Press,Morning,6.9971937062350875,6.147563020958706,6.677266724959643,4.419088073779507,152.55826311124997,674.7820346621206,285.37376520480376,0.7958543055298412,0.6834626159148438
P2273,61,Female,French Press,Evening,7.560050832195653,5.45580415300296,4.987103526832538,4.181851510238987,140.5982166924069,609.6043665622713,288.65791204108564,0.7442887078550964,0.8057061374603861
P2274,44,Female,Pour Over,Morning,7.24332561402053,6.982843779141067,7.464537190671225,6.8971839572253355,123.71475972229555,644.0250402284395,345.3257366142982,0.7164823741236213,0.7397494278641641
P2275,22,Male,Espresso,Morning,8.722226005334822,6.792199736436819,3.7722263752654337,4.3002064309517465,64.68767496764472,656.8963680266379,235.41174035356795,0.6034598845946102,0.48082742024441255
P2276,39,Male,Espresso,Morning,4.8776769413151975,7.543091656157898,7.442462701493823,3.3251084314207553,127.39265821848954,606.0233765822506,336.07004015066775,0.5936158358267971,0.6468977370912242
P2277,50,Male,French Press,Morning,7.763798444016132,7.7712903332171965,6.162004508761811,10.0,212.43353302243125,599.5796069257226,242.14948570708142,0.8673822685960506,1.0
P2278,57,Female,Drip,Morning,6.703885834775977,4.274710749177482,5.650781452446409,3.532874875710514,169.4343608971488,742.281441056373,255.26253701120922,0.7769075026901555,0.7726033810777939
P2279,19,Male,French Press,Afternoon,7.976944849133121,5.142196624798587,3.8543716580527043,5.094465179843037,226.5481919680957,586.1021708189973,201.31666745702205,0.9135301472054324,0.9603070876122815
P2280,52,Female,Pour Over,Afternoon,6.8073462174537305,4.783216501508267,7.806277793850292,4.241706615906482,141.8129858796803,708.1800230455575,251.84623287734806,0.7625413090988932,0.7490430937499264
P2281,60,Male,Pour Over,Afternoon,8.51944531987384,6.288754679991247,6.321669329747202,5.811044360696463,98.73746854816561,617.4218825692191,256.9266250975499,0.7569398410735954,0.690728754835734
P2282,36,Female,Cold Brew,Afternoon,3.5536120827161275,8.32034081296533,7.71511089806507,2.7053345807685028,194.9999241741618,721.1891742231038,282.02492841329365,0.8307481217437991,0.7829863035444617
P2283,57,Female,Espresso,Morning,5.089382283647686,8.855043153746399,5.581492513054115,4.863771297415473,84.87136195927077,679.9225385582895,321.2438282964874,0.7407321979814041,0.7559035225142274
P2284,44,Female,Pour Over,Morning,7.404452657354303,4.803103410729622,5.294908097027264,9.275511237665624,120.95393500548485,690.619272406427,262.9434316061096,0.6792793489912768,0.73069624172797
P2285,57,Male,French Press,Morning,7.014297383465182,8.104487241310435,5.099592807047808,5.392224031811898,220.14984237895678,592.6430065032959,260.6245377609269,0.8702802467481887,1.0
P2286,53,Female,Espresso,Evening,7.929181889688108,6.994980243420064,9.85790557366937,3.378243737334874,87.93524088738806,900.0,325.4845870523898,0.6146045338174503,0.6191479544379138
P2287,56,Female,Espresso,Morning,6.416081147966773,8.965277571733782,5.523301533976045,5.304137526915044,85.91808073663599,568.349252682754,261.6112148476797,0.7084307398237926,0.7964105461836306
P2288,19,Female,Espresso,Afternoon,6.862952556279787,6.265655199511746,6.291820902019409,3.4276540389073737,89.51464871359268,640.6404033012846,279.32899682651106,0.5744980980142466,0.9168142752438738
P2289,58,Female,Drip,Morning,4.650015031424346,6.895730800302235,3.6497133319745227,6.195500917108298,126.84120550702889,645.4675167090444,298.17942050096,0.7101684397784067,0.6733617371027745
P2290,35,Male,Pour Over,Morning,8.291278316439978,6.775310205224263,1.637445640879175,6.625711395247217,151.61435271894555,523.0328375857022,223.3565087251181,0.6043019869402626,0.8100018891189211
P2291,63,Male,Drip,Morning,7.558927497357153,4.884903313626337,3.9961613483134575,8.021886541408886,136.9992754312012,719.2494026282628,218.01799387758018,0.776240531669355,0.7650759479768233
P2292,40,Female,Espresso,Morning,6.1745773869967815,3.237234153184186,6.802182305979709,5.871701295140546,60.182048219400485,799.0094375253823,309.9360253056755,0.5626506107764784,0.5058761736637297
P2293,43,Male,Espresso,Morning,7.060848153950104,5.219323485947405,9.294550171923225,4.451618383270655,60.82264322390301,675.1309104906247,368.5058470517016,0.622336557592805,0.5963235438930767
P2294,28,Female,Cold Brew,Morning,8.913438756132901,8.029247213379342,5.2531837301333875,8.51330645222533,178.7465843673876,585.4788752150457,249.80584928558542,0.8023201937476033,0.7505885037637863
P2295,18,Female,Espresso,Afternoon,7.660047066174273,6.8196566116069,4.067236692632412,5.613469719333492,87.72497643722437,601.5250342912719,206.3045348942392,0.6707389454217895,0.5961769279458021
P2296,53,Male,Pour Over,Morning,7.763767059824611,7.537701721122907,5.479351181710858,6.866506449526135,104.14472644899529,637.0412017323408,260.85860299068,0.5756458466304286,0.5868930554025085
P2297,37,Male,Drip,Evening,3.964218722787864,4.476220941935276,4.860066481474336,7.381224403160735,189.85490053693695,716.6328088813161,264.2582607254282,0.8706316378637198,0.9035156132383088
P2298,48,Female,Drip,Afternoon,6.283790819280325,6.419394669438472,6.1252313779292225,6.68493713966425,122.23526139970372,489.01332614055343,314.22813775506313,0.707876683764556,0.8319224622755453
